#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl
#(1)      (2)     (3)    (4)     (5)       (6)     (7)      (8)      (9)        (10)     (11)         (12)          (13)         (14)         (15)    (16)           (17)   (18)        (19)  (20)  (21)  (22)  (23)   (24)    (25)  (26)                (27)
#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl  
12:20:44  30      33     1       11        5       73       56       0          0        49900000000  102000000000  26100000000  51700000000  11      somedatabase1  0.2%   0           0     0     0     0     37000  97000   840   someReplicaSet0011  SEC
12:20:45  36      35     1       12        5       82       57       0          0        49900000000  102000000000  26100000000  51700000000  6       somedatabase1  0.3%   0           0     0     0     0     44000  116000  840   someReplicaSet0011  SEC
12:20:46  29      35     1       17        5       83       53       0          0        49900000000  102000000000  26100000000  51700000000  19      somedatabase1  0.3%   0           0     0     0     0     42000  98000   840   someReplicaSet0011  SEC
#(1)      (2)     (3)    (4)     (5)       (6)     (7)      (8)      (9)        (10)     (11)         (12)          (13)         (14)         (15)    (16)           (17)   (18)        (19)  (20)  (21)  (22)  (23)   (24)    (25)  (26)                (27)
#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl  
12:20:47  34      34     1       10        4       78       46       0          0        49900000000  102000000000  26100000000  51700000000  6       local          0.3%   0           0     0     0     0     32000  91000   840   someReplicaSet0011  SEC
12:20:48  42      44     1       5         5       68       89       0          0        49900000000  102000000000  26100000000  51700000000  4       somedatabase1  0.3%   0           0     0     0     0     50000  125000  840   someReplicaSet0011  SEC
12:20:49  34      37     1       9         5       77       75       0          0        49900000000  102000000000  26100000000  51700000000  12      somedatabase1  0.2%   0           0     0     0     0     44000  116000  840   someReplicaSet0011  SEC
12:20:50  32      49     1       5         5       68       51       0          1        49900000000  102000000000  26100000000  51700000000  14      somedatabase1  0.3%   0           0     0     0     0     46000  107000  840   someReplicaSet0011  SEC
12:20:51  35      33     1       9         5       79       52       0          0        49900000000  102000000000  26100000000  51700000000  9       somedatabase1  0.3%   0           0     0     0     0     36000  93000   840   someReplicaSet0011  SEC
12:20:52  37      42     1       8         5       75       55       0          0        49900000000  102000000000  26100000000  51700000000  15      somedatabase1  0.3%   0           0     0     0     0     46000  110000  840   someReplicaSet0011  SEC
12:20:53  29      40     1       10        5       72       62       0          0        49900000000  102000000000  26100000000  51700000000  6       somedatabase1  0.1%   0           0     0     0     0     39000  89000   840   someReplicaSet0011  SEC
12:20:54  41      44     1       6         5       75       82       0          0        49900000000  102000000000  26100000000  51700000000  7       somedatabase1  0.3%   0           0     0     0     0     46000  124000  840   someReplicaSet0011  SEC
12:20:55  32      46     1       9         5       80       65       0          0        49900000000  102000000000  26100000000  51700000000  7       somedatabase1  0.2%   0           0     0     0     0     49000  120000  840   someReplicaSet0011  SEC
12:20:56  46      53     1       10        5       84       71       0          0        49900000000  102000000000  26100000000  51700000000  13      somedatabase1  0.3%   0           0     0     0     0     48000  119000  840   someReplicaSet0011  SEC
#(1)      (2)     (3)    (4)     (5)       (6)     (7)      (8)      (9)        (10)     (11)         (12)          (13)         (14)         (15)    (16)           (17)   (18)        (19)  (20)  (21)  (22)  (23)   (24)    (25)  (26)                (27)
#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl  
12:20:57  38      34     1       11        4       77       54       0          1        49900000000  102000000000  26100000000  51700000000  8       somedatabase1  0.2%   0           0     0     0     0     31000  92000   840   someReplicaSet0011  SEC
12:20:58  38      36     1       7         5       81       75       0          0        49900000000  102000000000  26100000000  51700000000  9       somedatabase1  0.3%   0           0     0     0     0     37000  108000  840   someReplicaSet0011  SEC
12:20:59  36      34     1       14        5       82       54       0          0        49900000000  102000000000  26100000000  51700000000  14      somedatabase1  0.2%   0           0     0     0     0     41000  102000  840   someReplicaSet0011  SEC
12:21:00  49      37     1       10        5       88       62       0          0        49900000000  102000000000  26100000000  51700000000  9       somedatabase1  0.3%   0           0     0     0     0     44000  116000  840   someReplicaSet0011  SEC
12:21:01  38      42     1       7         5       70       79       0          0        49900000000  102000000000  26100000000  51700000000  7       somedatabase1  0.2%   0           0     0     0     0     53000  136000  840   someReplicaSet0011  SEC
12:21:02  44      48     1       10        5       81       59       0          0        49900000000  102000000000  26100000000  51700000000  5       somedatabase1  0.3%   0           0     0     0     0     48000  98000   840   someReplicaSet0011  SEC
12:21:03  35      39     1       7         5       71       70       0          0        49900000000  102000000000  26100000000  51700000000  11      somedatabase1  0.3%   0           0     0     1     0     46000  118000  840   someReplicaSet0011  SEC
12:21:04  28      35     1       6         5       68       73       0          1        49900000000  102000000000  26100000000  51700000000  6       somedatabase1  0.3%   0           0     0     0     0     39000  101000  840   someReplicaSet0011  SEC
12:21:05  35      42     1       6         5       68       52       0          0        49900000000  102000000000  26100000000  51700000000  11      somedatabase1  0.2%   0           0     0     0     0     42000  94000   840   someReplicaSet0011  SEC
12:21:06  35      35     1       10        5       76       82       0          0        49900000000  102000000000  26100000000  51700000000  17      somedatabase1  0.1%   0           0     0     0     0     48000  123000  840   someReplicaSet0011  SEC
#(1)      (2)     (3)    (4)     (5)       (6)     (7)      (8)      (9)        (10)     (11)         (12)          (13)         (14)         (15)    (16)           (17)   (18)        (19)  (20)  (21)  (22)  (23)   (24)    (25)  (26)                (27)
#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl  
